img_name,label
./Task/b/2083.png,1
./Task/b/3169.png,1
./Task/b/4887.png,1
./Task/b/4348.png,1
./Task/b/1911.png,1
./Task/b/2632.png,1
./Task/b/2316.png,1
./Task/b/4993.png,1
./Task/b/0833.png,1
./Task/b/4075.png,1
./Task/b/2172.png,1
./Task/b/1715.png,1
./Task/b/2372.png,1
./Task/b/4967.png,1
./Task/b/4565.png,1
./Task/b/3082.png,1
./Task/b/2862.png,1
./Task/b/1613.png,1
./Task/b/4625.png,1
./Task/b/3294.png,1
./Task/b/2793.png,1
./Task/b/3311.png,1
./Task/b/1159.png,1
./Task/b/3186.png,1
./Task/b/0116.png,1
./Task/b/3440.png,1
./Task/b/4386.png,1
./Task/b/3804.png,1
./Task/b/3312.png,1
./Task/b/4568.png,1
./Task/b/1958.png,1
./Task/b/1440.png,1
./Task/b/1302.png,1
./Task/b/4110.png,1
./Task/b/2513.png,1
./Task/b/4913.png,1
./Task/b/4816.png,1
./Task/b/3200.png,1
./Task/b/1237.png,1
./Task/b/4132.png,1
./Task/b/3246.png,1
./Task/b/2345.png,1
./Task/b/1123.png,1
./Task/b/0962.png,1
./Task/b/1966.png,1
./Task/b/2861.png,1
./Task/b/1129.png,1
./Task/b/2001.png,1
./Task/b/1346.png,1
./Task/b/0596.png,1
./Task/b/0456.png,1
./Task/b/4687.png,1
./Task/b/1819.png,1
./Task/b/3338.png,1
./Task/b/3277.png,1
./Task/b/0504.png,1
./Task/b/2466.png,1
./Task/b/0923.png,1
./Task/b/1535.png,1
./Task/b/4843.png,1
./Task/b/1619.png,1
./Task/b/3518.png,1
./Task/b/1116.png,1
./Task/b/4597.png,1
./Task/b/1231.png,1
./Task/b/3127.png,1
./Task/b/2284.png,1
./Task/b/0074.png,1
./Task/b/0831.png,1
./Task/b/4572.png,1
./Task/b/2098.png,1
./Task/b/4767.png,1
./Task/b/3484.png,1
./Task/b/4914.png,1
./Task/b/4858.png,1
./Task/b/2593.png,1
./Task/b/4719.png,1
./Task/b/4427.png,1
./Task/b/4446.png,1
./Task/b/1086.png,1
./Task/b/2910.png,1
./Task/b/1452.png,1
./Task/b/1653.png,1
./Task/b/1395.png,1
./Task/b/3601.png,1
./Task/b/1860.png,1
./Task/b/0029.png,1
./Task/b/1335.png,1
./Task/b/0015.png,1
./Task/b/1083.png,1
./Task/b/3966.png,1
./Task/b/4460.png,1
./Task/b/2598.png,1
./Task/b/1720.png,1
./Task/b/2271.png,1
./Task/b/4261.png,1
./Task/b/0784.png,1
./Task/b/3803.png,1
./Task/b/0187.png,1
./Task/b/4911.png,1
./Task/b/3265.png,1
./Task/b/4563.png,1
./Task/b/3531.png,1
./Task/b/2454.png,1
./Task/b/1441.png,1
./Task/b/1663.png,1
./Task/b/2399.png,1
./Task/b/3201.png,1
./Task/b/3908.png,1
./Task/b/3044.png,1
./Task/b/1744.png,1
./Task/b/4128.png,1
./Task/b/4853.png,1
./Task/b/2920.png,1
./Task/b/1924.png,1
./Task/b/4800.png,1
./Task/b/4033.png,1
./Task/b/1063.png,1
./Task/b/3816.png,1
./Task/b/4319.png,1
./Task/b/4421.png,1
./Task/b/4713.png,1
./Task/b/2436.png,1
./Task/b/1191.png,1
./Task/b/1940.png,1
./Task/b/1757.png,1
./Task/b/2184.png,1
./Task/b/0844.png,1
./Task/b/0396.png,1
./Task/b/1201.png,1
./Task/b/3342.png,1
./Task/b/2619.png,1
./Task/b/0429.png,1
./Task/b/2518.png,1
./Task/b/3456.png,1
./Task/b/1158.png,1
./Task/b/0917.png,1
./Task/b/3700.png,1
./Task/b/2039.png,1
./Task/b/0268.png,1
./Task/b/4106.png,1
./Task/b/1057.png,1
./Task/b/4857.png,1
./Task/b/2198.png,1
./Task/b/4847.png,1
./Task/b/1999.png,1
./Task/b/3179.png,1
./Task/b/2114.png,1
./Task/b/0812.png,1
./Task/b/1399.png,1
./Task/b/0290.png,1
./Task/b/1127.png,1
./Task/b/0167.png,1
./Task/b/4039.png,1
./Task/b/4811.png,1
./Task/b/0086.png,1
./Task/b/4299.png,1
./Task/b/3800.png,1
./Task/b/2560.png,1
./Task/b/4227.png,1
./Task/b/1593.png,1
./Task/b/1639.png,1
./Task/b/4297.png,1
./Task/b/4786.png,1
./Task/b/4727.png,1
./Task/b/3580.png,1
./Task/b/3704.png,1
./Task/b/0617.png,1
./Task/b/2474.png,1
./Task/b/2519.png,1
./Task/b/4588.png,1
./Task/b/2026.png,1
./Task/b/0977.png,1
./Task/b/0257.png,1
./Task/b/3559.png,1
./Task/b/3877.png,1
./Task/b/2599.png,1
./Task/b/2160.png,1
./Task/b/3545.png,1
./Task/b/2676.png,1
./Task/b/0782.png,1
./Task/b/2406.png,1
./Task/b/1521.png,1
./Task/b/4099.png,1
./Task/b/2569.png,1
./Task/b/0879.png,1
./Task/b/3977.png,1
./Task/b/0864.png,1
./Task/b/4908.png,1
./Task/b/0149.png,1
./Task/b/0810.png,1
./Task/b/2591.png,1
./Task/b/2749.png,1
./Task/b/0979.png,1
./Task/b/4733.png,1
./Task/b/1726.png,1
./Task/b/4419.png,1
./Task/b/4160.png,1
./Task/b/1698.png,1
./Task/b/4573.png,1
./Task/b/0450.png,1
./Task/b/2471.png,1
./Task/b/2265.png,1
./Task/b/1748.png,1
./Task/b/4737.png,1
./Task/b/2525.png,1
./Task/b/2739.png,1
./Task/b/4337.png,1
./Task/b/0166.png,1
./Task/b/3795.png,1
./Task/b/2464.png,1
./Task/b/4237.png,1
./Task/b/3876.png,1
./Task/b/1858.png,1
./Task/b/0574.png,1
./Task/b/2816.png,1
./Task/b/3354.png,1
./Task/b/3928.png,1
./Task/b/2635.png,1
./Task/b/0772.png,1
./Task/b/0125.png,1
./Task/b/1496.png,1
./Task/b/2550.png,1
./Task/b/1596.png,1
./Task/b/3306.png,1
./Task/b/1756.png,1
./Task/b/4448.png,1
./Task/b/0094.png,1
./Task/b/3414.png,1
./Task/b/3276.png,1
./Task/b/0970.png,1
./Task/b/1466.png,1
./Task/b/2840.png,1
./Task/b/3919.png,1
./Task/b/3378.png,1
./Task/b/2093.png,1
./Task/b/2150.png,1
./Task/b/3431.png,1
./Task/b/4239.png,1
./Task/b/1343.png,1
./Task/b/4440.png,1
./Task/b/4696.png,1
./Task/b/3729.png,1
./Task/b/0135.png,1
./Task/b/4249.png,1
./Task/b/4284.png,1
./Task/b/0951.png,1
./Task/b/4972.png,1
./Task/b/2900.png,1
./Task/b/4259.png,1
./Task/b/3658.png,1
./Task/b/0392.png,1
./Task/b/2152.png,1
./Task/b/0381.png,1
./Task/b/4943.png,1
./Task/b/2824.png,1
./Task/b/1625.png,1
